"city, state_name",utm easting,utm northing,zone number,zone letter,population,density
"Richardson, Texas",714079.3691275665,3650479.3604934714,14,S,121323,1639
"Redding, California",553750.3641736801,4491196.287968817,10,T,121313.0,599
"Arvada, Colorado",487070.6127137638,4409133.152133946,13,S,121272,1207
"St. George, Utah",270918.8105676325,4106521.3886986705,12,S,120899.0,449
"Billings, Montana",690240.5799155427,5073528.934138307,12,T,120728.0,948
"Yuba City, California",617705.9964182662,4332718.563971606,10,S,120456.0,1736
"Rochester, Minnesota",541856.3218688056,4873682.505168086,15,T,119942.0,831
"East Los Angeles, California",392074.58914279274,3766386.902698637,11,S,119827,6212
"Leominster, Massachusetts",272328.16985433444,4711337.167059031,19,T,119690.0,558
"Kingsport, Tennessee",361645.18492266664,4043003.3179015312,17,S,119666.0,397
"Duluth, Minnesota",565716.1575591885,5180587.570077761,15,T,119476.0,461
"Lehigh Acres, Florida",436404.4756544463,2943620.6627346454,17,R,119205,496
"Rock Hill, South Carolina",497771.87883638486,3866567.0295231305,17,S,119105.0,750
"Gilroy, California",625852.4558951098,4096328.889037866,10,S,118993.0,1378
"Cambridge, Massachusetts",325583.5335003354,4693687.155769871,19,T,118927,7182
"Sugar Land, Texas",244716.74883019004,3276644.257832467,15,R,118488,1130
"Texas City, Texas",309277.3972067373,3255328.912766837,15,R,118169.0,300
"Iowa City, Iowa",622372.1861986633,4612615.637403003,15,T,118041.0,1133
"Saginaw, Michigan",261180.1200106495,4811673.593409931,17,T,117958.0,1087
"Chico, California",601492.3494952131,4401513.817100629,10,S,117668.0,1191
"Dover, Delaware",455048.4656519368,4334772.0659349775,18,S,117282.0,622
"Norman, Oklahoma",650407.1732757604,3900189.6452727285,14,S,116973.0,269
"Clearwater, Florida",326686.9051429617,3096115.655219907,17,R,116946,1731
"Coeur d'Alene, Idaho",515491.8473181117,5283433.670057633,11,T,116834.0,1260
"Ponce, Puerto Rico",752016.188266284,1993132.4839777462,19,Q,116796,1469
"Seaside, California",605591.2948651458,4053634.48508125,10,S,116720.0,1410
"Independence, Missouri",383233.70115771645,4327309.719956953,15,S,116672,577
"West Jordan, Utah",415326.76577425934,4495102.516954623,12,T,116480,1391
"Abilene, Texas",430599.4394879559,3591033.218062072,14,S,116412.0,446
"Bloomington, Indiana",540975.7593197897,4335049.914588262,16,S,115884.0,1424
"El Monte, California",405045.3061587007,3770827.7059719902,11,S,115487,4663
"Carlsbad, California",473535.2279178356,3665147.140746759,11,S,115382,1180
"North Charleston, South Carolina",586763.9804379153,3641314.3523958083,17,S,115382,574
"St. Cloud, Minnesota",408506.0785646322,5042930.463145186,15,T,115028.0,660
"Temecula, California",487784.5578999048,3705928.699554497,11,S,114761,1188
"Clovis, California",260706.20510962262,4079129.8224064093,11,S,114584,1741
"Meridian, Idaho",548675.7549300008,4828867.893594109,11,T,114161,1297
"Brandon, Florida",372099.9040709244,3090870.1915154257,17,R,113279,1319
"Westminster, Colorado",494664.52922595013,4414851.049312611,13,S,113166,1383
"Costa Mesa, California",415310.8131347365,3725575.6174596567,11,S,113003,2762
"Monroe, Louisiana",586652.3155750629,3598262.7518599685,15,S,112891.0,623
"Utica, New York",481607.843477405,4771511.410677278,18,T,112650.0,1376
"Pompano Beach, Florida",586770.0042118857,2902863.762848005,17,R,112118,1802
"West Palm Beach, Florida",586352.5785454495,2958686.0424396778,17,R,111955,803
"Waterloo, Iowa",553234.106565622,4704608.056941198,15,T,111631.0,423
"Everett, Washington",562202.3170322694,5311356.645250531,10,T,111475,1296
"El Centro, California",634978.5760490921,3628560.4104602095,11,S,111425.0,1478
"Santa Fe, New Mexico",411126.08501287585,3946893.279266243,13,S,111269.0,625
"Downey, California",395457.5965986295,3755846.691305297,11,S,111126,3457
"Lowell, Massachusetts",309653.29916598817,4723329.606163772,19,T,110997,3149
"Centennial, Colorado",511385.67591986037,4382549.793201739,13,S,110937,1448
"Elgin, Illinois",390505.6112659578,4654897.379338384,16,T,110849,1141
"Richmond, California",558075.5420987759,4200218.261631752,10,S,110567,1420
"Broken Arrow, Oklahoma",249449.1033096782,3991575.5589393503,15,S,110198,688
"Miami Gardens, Florida",575836.5483843557,2869623.9913160694,17,R,110001,2329
"The Woodlands, Texas",257973.22267462363,3340713.321295425,15,R,109843,981
"Bend, Oregon",635471.0933224884,4879505.446468141,10,T,109802.0,1171
"Burlington, Vermont",640629.7123142394,4927564.143602266,18,T,109763.0,1604
"Jurupa Valley, California",456550.6696447175,3762366.61849215,11,S,109527,984
"Sandy Springs, Georgia",743059.7609787347,3758241.6336604836,16,S,109452,1122
"Gresham, Oregon",543647.6552109506,5038903.821469494,10,T,109381,1808
"Lewisville, Texas",688404.8690598885,3658107.2651433647,14,S,109212,1148
"Hillsboro, Oregon",504989.8982026188,5041520.338363659,10,T,109128,1640
"San Buenaventura, California",294580.1275267646,3794801.649241306,11,S,109106,1925
"Jacksonville, North Carolina",280793.4967446496,3845578.6470037866,18,S,108856.0,574
"Pottstown, Pennsylvania",445195.7036097159,4455782.206598345,18,T,108758.0,1798
"Inglewood, California",375780.14859505236,3758158.0082891374,11,S,108151,4604
"Spring Hill, Florida",350228.201760139,3151296.7650345177,17,R,107855,695
"League City, Texas",295559.52315124683,3263828.592325972,15,R,107536,809
"Eau Claire, Wisconsin",618996.0458295078,4964045.711537156,15,T,107404.0,812
"Turlock, California",689258.9528761047,4153082.990684859,10,S,107317.0,1679
"Temple, Texas",653594.222214881,3442642.329868329,14,R,107258.0,429
"Sioux City, Iowa",714465.9985022751,4708138.756728998,14,T,106455.0,545
"Salisbury, Maryland",448752.93090593524,4247652.84932286,18,S,106447.0,927
"Davie, Florida",571308.781068833,2884616.6192471115,17,R,106306,1175
"Daly City, California",546862.5914425885,4171132.069791667,10,S,106280,5370
"Allen, Texas",717089.047065359,3665756.9200339676,14,S,105623,1544
"Highlands Ranch, Colorado",502509.0791344783,4376915.020276105,13,S,105147,1672
"West Covina, California",415906.0878047702,3768684.2185065947,11,S,105101,2529
"Sparks, Nevada",266734.27073429414,4383878.263935463,11,S,105006,1131
"San Mateo, California",560752.8067107558,4156343.732782682,10,S,104430,3312
"Norwalk, California",399885.29574537463,3752361.1231790027,11,S,103949,4133
"Columbia, Maryland",339475.27434346743,4340661.813700998,18,S,103663,1253
"Rialto, California",464089.1970936286,3775241.62769474,11,S,103526,1665
"Manteca, California",656160.927112009,4184296.477490562,10,S,103420.0,1498
"El Cajon, California",503698.1577188963,3629304.4269667515,11,S,102708,2732
"Burbank, California",378043.38480104005,3783781.844724315,11,S,102511,2285
"Longmont, Colorado",491442.4853142493,4446475.283984437,13,T,102474.0,1306
"Renton, Washington",560885.5688671153,5258645.659738642,10,T,101751,1676
"Vista, California",477758.7510132465,3672331.6888661957,11,S,101638,2093
"Logan, Utah",429992.4462265697,4621251.8163557565,12,T,101616.0,1126
"Prescott Valley, Arizona",379178.38634026964,3829286.4527822556,12,S,101539.0,439
"Vacaville, California",590164.491400471,4246151.991029523,10,S,101444.0,1330
"Edinburg, Texas",583878.1543211195,2911362.1358274785,14,R,101170,873
"Carmel, Indiana",572934.8662482544,4424221.720653632,16,S,101068,795
"Spokane Valley, Washington",482386.0976502768,5278827.378963058,11,T,101060,1034
"San Angelo, Texas",362153.6112618771,3479543.0251158695,14,R,100773.0,653
"La Crosse, Wisconsin",642585.2793417468,4853853.257320247,15,T,100693.0,911
"Arden-Arcade, California",640975.5041221302,4274009.851997763,10,S,100548,2184
"Idaho Falls, Idaho",416211.16360630473,4815441.288546834,12,T,100442.0,1011
"Holland, Michigan",573756.2270379153,4735412.821434873,16,T,100432.0,768
"Charlottesville, Virginia",720671.1295079807,4212960.483536683,17,S,100416.0,1781
"Longview, Texas",334494.05436636053,3599366.9717345345,15,S,100330.0,565
"Tracy, California",636399.3170741138,4176642.2049463904,10,S,100049.0,1412
"Boca Raton, Florida",588985.9880819463,2917543.686661668,17,R,99805,1320
"Lafayette, Colorado",491489.0041125917,4427195.92829529,13,S,99645.0,1257
"Wichita Falls, Texas",543534.012766284,3751966.3746741707,14,S,99557.0,561
"Rio Rancho, New Mexico",345581.3486436226,3906215.3228284293,13,S,99178,370
"South Fulton, Georgia",724461.5251571838,3723414.4555843878,16,S,99155,451
"Beaverton, Oregon",514318.4277871352,5036057.584680384,10,T,99037,1952
"Lawrence, Kansas",303825.64493625157,4314742.305440016,15,S,98648.0,1110
"Bismarck, North Dakota",365016.5590123312,5186059.3523115665,14,T,98345.0,827
"Orem, Utah",440576.7724676115,4461100.968112814,12,T,97828,2044
"Middletown, Ohio",726473.7183458857,4375932.404679527,16,S,97730.0,720
"San Marcos, California",483733.1245581025,3666266.7515594973,11,S,96664,1532
"Sandy, Utah",428009.4737929725,4491483.2956665,12,T,96380,1544
"Federal Way, Washington",550204.1404287915,5239728.096181811,10,T,96289,1667
"Mandeville, Louisiana",779621.9736601778,3363942.7263225336,15,R,95968.0,676
"Hesperia, California",471074.1523770444,3806276.2959557655,11,S,95750,508
"Brockton, Massachusetts",332572.62433084974,4660874.308190822,19,T,95708,1732
"Compton, California",386497.7927396591,3750970.1958058374,11,S,95605,3680
"Fishers, Indiana",588307.1318132421,4423707.270129217,16,S,95310,1037
"Sunrise, Florida",569993.4151276298,2893004.6253986955,17,R,95166,2270
"Bowling Green, Kentucky",550085.4758419441,4091903.0726768016,16,S,95135.0,690
"Roswell, Georgia",744522.3495139765,3769656.4023966966,16,S,94763,898
"Menifee, California",482863.27622035786,3727899.782210908,11,S,94756,787
"Plantation, Florida",573809.602116266,2889847.076824962,17,R,94580,1685
"Dover, New Hampshire",346866.60238984623,4783493.836377453,19,T,94563.0,464
"Quincy, Massachusetts",333505.89750674006,4679683.878272256,19,T,94470,2200
"Portsmouth, Virginia",379281.95067363896,4078733.0815740894,18,S,94398,1094
"Chino, California",438539.42338236043,3760537.068120644,11,S,94371,1229
"Lynn, Massachusetts",338377.00362882,4704712.359169397,19,T,94299,3388
"Edmond, Oklahoma",643371.4672912324,3948381.486093312,14,S,94054,428
"Hanford, California",261687.47537652485,4023535.068575728,11,S,94028.0,1280
"Dearborn, Michigan",317628.54728133173,4686867.3184712045,17,T,93932,1496
"Livonia, Michigan",304670.8345633407,4696606.9512619395,17,T,93665,1013
"South Gate, California",389791.76702180115,3756676.0612736386,11,S,93444,4985
"Vineland, New Jersey",500163.4413262351,4368413.493423148,18,S,93239.0,335
"San Tan Valley, Arizona",448991.16899221134,3672251.204155049,12,S,93230,981
"Florence, South Carolina",611722.1900961648,3782567.675687396,17,S,93131.0,657
"Portsmouth, New Hampshire",354838.32380170247,4768797.616483372,19,T,93069.0,540
"Slidell, Louisiana",232351.19322914974,3353989.377392379,16,R,93040.0,695
"Kirkland, Washington",559619.2013272733,5282974.150566256,10,T,93010,2016
"Missoula, Montana",726970.7914158711,5195581.328155331,11,T,92895.0,845
"Auburn, Alabama",641693.5799546004,3608915.1501592076,16,S,92777.0,425
"Rapid City, South Dakota",642506.9333081421,4881364.95178543,13,T,92664.0,546
"Lee's Summit, Missouri",380223.05010136426,4308495.532270342,15,S,92522.0,601
"Terre Haute, Indiana",467630.01632534474,4368492.1543731345,16,S,92490.0,677
"Suffolk, Virginia",353511.155973412,4062324.7078362815,18,S,92108,89
"Blacksburg, Virginia",550749.704114345,4120540.809204804,17,S,91888.0,865
"Mount Pleasant, South Carolina",610377.9285729147,3635695.839975635,17,S,91684,717
"Carson, California",383796.27783303394,3744836.690269176,11,S,91394,1883
"Riverview, Florida",371739.3340438025,3078242.60751334,17,R,91190,761
"Conroe, Texas",261313.098904341,3357288.728968285,15,R,91079,488
"Livermore, California",609262.5886579863,4171721.5904652486,10,S,90923.0,1288
"Germantown, Maryland",304405.1834979198,4338694.457599374,18,S,90844,2059
"Lawton, Oklahoma",553143.8230159542,3830790.427930555,14,S,90712.0,441
"Westminster, California",407957.4188518993,3735135.579500791,11,S,90643,3486
"Santa Monica, California",363236.6131018342,3765717.680843423,11,S,90401,4147
"New Braunfels, Texas",585633.3681503776,3285804.9547251477,14,R,90209,770
"Fall River, Massachusetts",325184.57019133936,4620123.133403427,19,T,89541,1044
"Albany, Georgia",767987.8803363033,3497077.2508411533,16,R,89217.0,505
"Miami Beach, Florida",586241.7506328344,2855711.092649573,17,R,88885,4461
"Norwalk, Connecticut",632526.7664615517,4552657.259171422,18,T,88816,1498
"San Leandro, California",574033.9754243717,4173649.868340238,10,S,88815,2570
"Toms River, New Jersey",569515.8112434668,4427308.881559965,18,S,88712,878
"O'Fallon, Missouri",698253.833380983,4295392.584031587,15,S,88673,1149
"Alafaya, Florida",481752.95435642987,3155685.918108794,17,R,88542,1124
"Newton, Massachusetts",318045.6754252956,4688956.606490027,19,T,88414,1914
"Muncie, Indiana",636607.0064720252,4451068.6909468975,16,T,87879.0,958
"Citrus Heights, California",648884.7220092386,4284299.925250813,10,S,87796,2381
"State College, Pennsylvania",258966.2453086741,4519472.867673793,18,T,87723.0,3572
"Decatur, Illinois",334587.1136780741,4413519.6197413,16,S,87236.0,645
"Jackson, Michigan",714206.2209396965,4680031.835819377,16,T,87110.0,1153
"Fort Myers, Florida",417344.4375859321,2944560.859678517,17,R,87103,844
"Goodyear, Arizona",373120.56999329966,3681082.612921879,12,S,86840,175
"Dalton, Georgia",685663.8039764835,3849301.531092759,16,S,86628.0,632
"Bryan, Texas",752296.8182704868,3395512.263047847,14,R,86276,726
"Waukegan, Illinois",428235.23132317513,4691192.791366507,16,T,86075,1370
"Hawthorne, California",375423.29092866596,3753504.5719402777,11,S,86068,5463
"Anderson, Indiana",611737.0910294111,4438469.638660298,16,T,85992.0,508
"Redwood City, California",568482.8002144195,4150911.700116753,10,S,85925,1721
"Hoover, Alabama",518008.342818002,3692921.816725428,16,S,85768,691
"Town 'n' Country, Florida",345048.15601679555,3099399.743723392,17,R,85620,1496
"Lake Forest, California",437770.15455736127,3724727.054855824,11,S,85531,1985
"Napa, California",561113.1062220386,4239066.202549129,10,S,85239.0,1679
"Whittier, California",405878.66454336804,3759053.2899691733,11,S,85098,2242
"Clifton, New Jersey",571002.3169763021,4523901.59337236,18,T,85052,2913
"Largo, Florida",325698.8805090109,3088360.9550117883,17,R,84948,1773
"Bloomington, Minnesota",475092.2291625054,4964180.774889305,15,T,84943,945
"Johns Creek, Georgia",758262.371944273,3769378.3492966634,16,S,84579,1059
"Newport Beach, California",419583.2006106498,3719817.176031911,11,S,84534,1370
"Mission, Texas",567426.2348396904,2898462.3020822685,14,R,84331,916
"Milpitas, California",598015.2308244315,4143584.131720258,10,S,84196,2381
"Troy, Michigan",323922.571054708,4716607.541895764,17,T,84092,970
"Madera, California",760127.3365986348,4094769.118363276,10,S,84086.0,1557
"Joplin, Missouri",366504.28741464426,4104336.0573397726,15,S,84048.0,515
"Chino Hills, California",432980.8469990204,3756937.7125303424,11,S,83853,724
"Alhambra, California",395239.79456402024,3772051.5884657716,11,S,83750,4237
"Franklin, Tennessee",513306.97453018965,3975262.853241643,16,S,83097,771
"Melbourne, Florida",533131.0167637777,3109267.5131626213,17,R,83029,727
"Port Huron, Michigan",382699.2000721978,4759842.303840762,17,T,82970.0,1369
"Springfield, Ohio",261098.46318930268,4423697.289167411,17,S,82820.0,883
"Mountain View, California",581463.5201080396,4139644.606634223,10,S,82739,2664
"Zephyrhills, Florida",384273.0489619342,3124441.231252754,17,R,82476.0,670
"St. Augustine, Florida",470070.5251384847,3307490.1303829057,17,R,82180.0,629
"Flagstaff, Arizona",443598.2754787438,3893978.8660118827,12,S,81974.0,438
"Buena Park, California",407070.5949658979,3746776.694167097,11,S,81788,3002
"Pleasanton, California",598734.425131302,4169380.8265184658,10,S,81777,1307
"Westland, Michigan",303835.6195876481,4687962.043534767,17,T,81511,1540
"Auburn, Washington",559658.182478939,5239238.297979664,10,T,81464,1063
"Cranston, Rhode Island",293379.70133831917,4626760.180362439,19,T,81456,1109
"Somerville, Massachusetts",327040.5937215766,4695306.536118081,19,T,81360,7619
"Folsom, California",661628.2082576551,4281439.5850918945,10,S,81328,1126
"Springdale, Arkansas",395934.78979551024,4005632.1477534645,15,S,81125,668
"Deerfield Beach, Florida",587073.1467443652,2909755.1191685395,17,R,81066,2093
"Warwick, Rhode Island",297540.1523582317,4620018.086412953,19,T,81004,893
"Cicero, Illinois",436963.5091142131,4632790.126292681,16,T,80796,5318
"Farmington Hills, Michigan",304634.3107178054,4706476.5931181535,17,T,80612,935
"Newark, Ohio",378476.91336219484,4436555.057284504,17,T,80451.0,930
"Williamsburg, Virginia",348595.74245116406,4126102.7595612626,18,S,80441.0,645
"Brooklyn Park, Minnesota",472428.7255952628,4995363.179432977,15,T,80389,1190
